Recorded Date,"Please respond to the following statement:
Determining whether a review was positive or negative was difficult.",Why?,Please briefly describe your process for determining whether a review was positive or negative.,What parts of the review did you focus on in determining whether a review was positive or negative?,"What, if anything, could have been more clear about the instructions you were given for labeling movie reviews as positive or negative?","Please respond to the following statement:
 Selecting the words or phrases I considered important was difficult.",Why?,Please briefly describe your process for selecting the words or phrases you considered important.,What characteristics of a word or phrase made you select a particular word or phrase as important?,"Think about a case where you considered selecting a particular word or phrase as important, but chose not to do so.
Please describe this situation, as well as why you ultimately chose not to select those words/phrases as important.","What, if anything, could have been more clear about the instructions you were given for selecting words or phrases as important?",Please briefly describe the order in which you selected the words or phrases you considered important.,"Please respond to the following statement:When selecting words or phrases that I considered important, I selected only words or phrases that, if they appeared in other reviews, would also suggest the same positive/negative sentiment.",Why?,"What could have been improved about the user interfaces for any parts of today's task (other than the surveys)? If you encountered any issues or errors, please include them here.",What is your age?,What is your gender? - Selected Choice,What is your gender? - Prefer to self-describe - Text,Please specify your ethnicity (select all that apply). - Selected Choice - Asian,Please specify your ethnicity (select all that apply). - Selected Choice - Black or African American,Please specify your ethnicity (select all that apply). - Selected Choice - Hispanic or Latine,Please specify your ethnicity (select all that apply). - Selected Choice - Native American or Alaskan Native,Please specify your ethnicity (select all that apply). - Selected Choice - Native Hawaiian or Other Pacific Islander,Please specify your ethnicity (select all that apply). - Selected Choice - White or Caucasian,Please specify your ethnicity (select all that apply). - Selected Choice - Prefer to self-describe,Please specify your ethnicity (select all that apply). - Selected Choice - Prefer not to say,Please specify your ethnicity (select all that apply). - Prefer to self-describe - Text,What is the highest degree or level of education you have completed? - Selected Choice,What is the highest degree or level of education you have completed? - Prefer to self-describe - Text,"Do you, or have you, held a degree or job related to computer science, IT, or similar?",Do you consider yourself to have expertise in machine learning?,Are you a native speaker of the English language?,(Optional) Is there anything else you'd like to tell us before submitting the survey?,userId,Q39 - I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),What is the correct order of tasks you will follow?,What are the ways that you can select words that suggests if a review is positive or negative? (Select all that apply) - Clicking on individual words.,What are the ways that you can select words that suggests if a review is positive or negative? (Select all that apply) - Dragging over words/phrases.,What are the ways that you can select words that suggests if a review is positive or negative? (Select all that apply) - Highlighting words with arrow keys.,What are the ways that you can select words that suggests if a review is positive or negative? (Select all that apply) - Tapping the words if your computer is touchscreen.,instructions
2021-08-22 12:42:44,Strongly disagree,I feel if you are able to understand the reviewers reason for the review its makes it fairly easy to get a understanding how it should be reviewed in general.,"I would try to look for things that they said that really represented the movie compared to what would be considered something that they would happen to favor or not based on there personal taiste. Like ""bad acting"" as a key word for example compered to ""not a fan of acting"".","The key words that described the movie itself, the main message of movie, and how well it was put together. Just because the reviewer didnt like it, doesnt mean many might.",Try to take the reviewers opinion and look at it from many perspectives. Focus on the parts of the movie that wold make it great or ruin it from many different peoples view.,Strongly disagree,Picking words that people would find important because they are the ones the really describe the movie or opinion.,Anything that was described in a way that would make a difference in the average persons opinion.,They would make the movie stand out compared to others or something done really well.,"When it was more of a personal taiste compared to what could be the average opinion, some that a majority could fell different.",Just select what really makes it stand out from others in a good way.,"I started with anything descriptive that made it stand out first. And could be applied to many films , not just the one.",Agree,"It would really through off  program it everyone had a way different words, Just had to keep in mind why I was selecting the words and what for.",nothing I can think of.,35 - 44,Man,,,,,,,White or Caucasian,,,,Bachelor's degree,,No,No,Yes,,87977,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",,,Highlighting words with arrow keys.,,1
2021-08-22 12:47:28,Disagree,"The majority of the reviews had very clear opinions about the movies, so it was easy to determine if they gave a positive or negative review.",I looked for strong adjectives describing the movie and the experience of watching the movie.,"I focused on how the reviewer described the acting, plot, and overall feel of the movie.",n/a,Somewhat disagree,Most reviews contained strong and pointed adjectives that have a clear negative or positive connotation.,I looked for words that were clearly positive or negative that gave me a clear idea of how he reviewer felt.,I selected words that were clearly positive or negative.,I chose not to select words or phrases that did not give a strong impression of how the reviewer felt or words/phrases that did not make sense out of context.,n/a,I chose words in order of appearance.,Somewhat agree,"I tried to only choose words that have clear negative or positive connotations regardless of context, however some words can have many meanings when applied in various contexts.","highlighting the words was tricky at first since you select the word itself when highlighting a phrase, rather than in front of the word as you would do in a word document.",25 - 34,Woman,,,,,,,White or Caucasian,,,,Bachelor's degree,,No,No,Yes,,27133,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,5
2021-08-22 12:50:40,Strongly disagree,It's very easy to discern people's emotions using word choice and capitalization.,"I read through it to determine what the overall opinion of the movie was. If there were more good comments than bad ones, it was a positive review and if the opposite was true, then it was a negative review.","I read through the entire review, but the adjectives used were one of the main things that I went back to look at.",I thought it was all clear.,Somewhat agree,There were points where I couldn't decide if I wanted to choose words that were specific to this review or were relevant to all bad reviews.,I looked for negative descriptors.,"If it had a narrative connotation to it, I highlighted it.","I thought including it with context might be too much, but including it without context sounded more like a positive review.",Specify if it's words/phrases specific to the review or words/phrases that could apply to any bad review.,From the start of the review to the end.,Agree,I thought that would be more helpful if this data was being used for machine learning.,N/A,18 - 24,Woman,,,Black or African American,,,,,,,,Associate's degree,,Yes,No,Yes,,68640,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,1
2021-08-22 12:53:03,Strongly disagree,it was relatively easy to see what the reviewers of the films were trying to get across as long as you read the passage!,to see what the overall vibe was from the review and why they felt that way. ,the beginning of the reviews were the most telling. also the worst reviews tended to be longer than the positive ones. ,nothing. it was very clear. ,Strongly disagree,It wasnt difficult as i just had to select the phrases and words that made me realise why the review was positive or negative. ,i looked through the review after reading it through and i selected the indivdual negative words or phrases that showed whether the review was positive or negative. ,"the tone of the word, whether it was in general a positive or negative word, how it was mentioned in the review and in what context ",it may have been too long a passage to select or there were other words or phrases that told the vibe better. ,nothing. ,i went through the passages from beginning to end and selected the words that set the tone of the review being either positive or negative. ,Somewhat agree,i would select the ohrases or words that fit in with the reviews and the view of the author. so if the words or phrases set a negative tone in that particular review then i would select it but there were some words that could mean something alternative in another review. ,I didn't find any issues or errors. I think that it would have been good to have been able to select the positive or negative words when i was initially reading through the passages as i was already choosing the words that i felt i would select in the next task. ,35 - 44,Woman,,,,,,,White or Caucasian,,,,Bachelor's degree,,No,No,Yes,,94072,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,5
2021-08-22 12:55:43,Somewhat agree,"Some reviews were straightforward as the wording clearly indicated the reviewers feelings towards the movie, however there was a couple in there that may be considered as less of a review and more of a summary of the film, therefore not considered as either positive or negative in which case it becomes difficult to categorise as there often contains slight nuggets of both positive and negative information.","I looked for key indicators about whether the reviewer stated their liking or disliking of the film, it's actors, the script and the general feel of the film. ","I focused on key words such as loved, hated, liked, enjoyed, good acting, poor acting etc. These are initially very good indicators of how a person feels about what they are discussing. If such words weren't present in the expected manner it then became a case of trying to analyse the review as a whole to determine whether the general feeling of appreciation or disproval.","I don't think anything could have been more clear, however I do believe certain reviews were put in there for the purpose of seeing how people would categorise them as they could technically go either way depending on how you interpret it.",Somewhat agree,"Selecting individuals words is usually fairly straightforward, but it's also necessary to be aware of the context in which they are used. It may be something entirely unrelated to the actual film and used in a descriptive way for something else. Also selecting the phrases is tough because you don't want to select full sentences but sometimes you need to select a lot of words to ensure the context remains.","I looked to see what words were commonly associated with either positive or negative remarks, the context they were used in and then selected them if I felt they were appropriate. If I was unsure I left them out. The phrases were slightly different in the sense that I wanted to make sure that what I was selecting made sense on it's own and didn't just appear as a few random words.","Whether they are closely linked to positive or negative connotations, or whether the phrase as a whole paints a positive or negative picture of what it's analysing.","I chose not to do so because reading further into it, it may not technically be applicate to the overall rating of the review so it's better to stick with that that indicates the overall feeling of the review.",I don't believe anything. It's always going to come down to how an individual perceives what is in front of them. Generally most people will have no problem distinguishing heavily positive or heavily negative reviews. The problem arises when the film review has a mix of positives and negatives or the review doesn't state a viewpoint either way but gives more of a summary.,"I selected them in the order I read them. I read it initially to get the general idea, then went back to the top and selected the important words or phrases as I read them. If one was particularly hard to decide I may have left it and reread to decide on it at the end.",Somewhat agree,"To an extent this is true especially with the words, however some of the phrases may be more context specific so although if applied to other reviews they would highlight the same positive or negative sentiment, they could also contain content that when applied elsewhere, would be out of context and potentially not make sense.",It worked well. No complaints.,25 - 34,Man,,,,,,,White or Caucasian,,,,"Some college credit, no degree",,Yes,No,Yes,,35513,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,1
2021-08-22 12:56:49,Disagree,"The majority were easy, as the comments were clearly in favour or against the film. The hardest one was more intellectually written, and I wasn't completely sure at all times whether the author was being critical or praising the film.","Assess the adjectives the reviewer uses to describe the film (i.e. are they good or bad?)
Do they use any explicit, direct instructions (i.e. DO NOT see this film...)",Adjectives included in the text to describe the film (and whether they were positive or negative),"A middle option, rather than polar opposite of 'positive' / 'negative'. One of the reviews wasn't negative, but it wasn't overwhelming positive/enthusiastic. Scale, rather than either or would be helpful. ",Somewhat disagree,Most of them were easy as many of the reviews used positive/negative adjectives. ,"Adjectives are important as they indicate how the person felt about the film, so I looked for these in particular. ",Did the words sound enthusiastic or did they sound particularly negative. ,"When the reviewer said something like 'usually......BUT.....'
This indicated 'usually it's a bad thing, but in this case it was good...'
However, I chose note to select these words as the sentences were very long, and therefore contained a lot of irrelevant words.",Whether these words/sentences had to make perfect sense on their own/in isolation of the rest of the text.,Chronologically (I read through the text in usual order and highlighted words as I went),Somewhat disagree,"Some phrases mean different things in different contexts, so can sometimes be positive and sometimes negative. ","Not applicable, I had no issues and found it easy enough to do. ",25 - 34,Woman,,,,,,,White or Caucasian,,,,Bachelor's degree,,No,No,Yes,,91806,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,3
2021-08-22 12:57:36,Disagree,"Most of them were quite obvious to determine, with the exception of one review which was was written in a more neutral style with very complex language.","You can usually tell whether it is a positive or negative review in the first two sentences by scanning the words used and the tone. Negative reviews tend to have a lot of negative superlatives, capital letters and exclamation marks!","The adjectives used - e.g. terrible, weak, passionate, top-notch etc.",Nothing - it was very clear.,Disagree,I found this quite easy - usually it was the adjectives.,I scanned the text for describing words or emotive language that were intended to convey meaning.,If it was emotional or had a value judgement implication.,"Sometimes positive reviews had some negative words in them, and vice versa. It was important to pay attention to context.",N/A - it was very clear.,It's difficult to say - I scanned the text from start to finish and highlighted relevant words as I went along. Usually adjectives were most important.,Somewhat agree,"This was sometimes true, but sometimes I also selected words that may not appear elsewhere but still suggested a positive or negative connotation.",N/A - the task was very easy to complete.,25 - 34,Woman,,,,,,,White or Caucasian,,,,Master's degree,,No,No,Yes,,11908,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,2
2021-08-22 13:05:11,Disagree,it was easy ,"Looking at the review we can easily determine the movie was positive or negative based on quality of direction , camara work , screen play and the acting ","based on quality of direction , camara work , screen play and the acting ",it was very clear ,Disagree,it was not difficult,"Acting, direction , story, screen play, camera work ","Acting, direction , story, screen play, camera work ",might be those are not very important ,it was clear ,"Over all movie impression , direction , acting , story ",Strongly disagree,not compared with other revews,nothing as such,25 - 34,Man,,Asian,,,,,,,,,Bachelor's degree,,Yes,Yes,Yes,,47295,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,3
2021-08-22 13:13:18,Disagree,On most reviews the language used gave no doubt about what the reviewer thought about the movie. ,"1. I read the whole review.
2. I noticed emotive statements.
3. I determined if the emotion experienced by the reviewer was positive or negative base on his/her use of language.","As mentioned above, I focused on the reviewer's emotive language describing his / her feelings. e.g. ""sucks"" (negative) or ""wonderful"" (positive). Those are just 2 words, but there were many more.","The instructions were quite clear to me, but I don't know anything about creating algorithms, for example: were some of the phrases I selected too long? Is there a limit on the number of words in a phrase that an algorithm can recognise? ",Disagree,"It was easy to select them, because the reviewers used clear language.","I re-read the review, I clicked on negative or positive words or phrases. I soon learned not to double-click on a word (as you do in other applications) to select it. I clicked at the start of a phrase I wanted to select, then dragged to the end of that phrase.","Adjectives or adverbs generally have a positive or negative connotation. As long as I was sure the word or phrase was describing that particular movie and not something else, I would select it. ","I think it was the first review, he was waffling on about an Orson Welles movie, not the one he was reviewing, so I ignored all that.",Maximum number of words in a phrase that could be selected?,From the start of the review through to the end of the review.,Strongly agree,Because that was in the instructions at the beginning.,No problems.,65+,Man,,,,,,,White or Caucasian,,,,Trade/technical/vocational training,,No,No,Yes,It was very interesting.,85800,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,2
2021-08-22 13:26:56,Disagree,Most of them were pretty easy to tell positive or negative because they explained why they felt the way they did.,Based apon how they answered themselves about the movie,Good or Bad Characteristics,it was pretty self explanatory,Somewhat agree,because you had to look for descriptive words.,i looked for if they were describing words and did they pertain to the statements/review.,If the word or phrase had a positive or negative descriptive.,"i deal with this everyday while i raise my children making sure i handle situations right, making sure to say the right thing or to not say the wrong thing",maybe descriptive words,did they relate to a positive review or a negative one.,Neither agree nor disagree,i selected either positive words or negative words that went with the review,it was actually overall really well thought out,25 - 34,Man,,,,,Native American or Alaskan Native,,,,,,High School or equivalent,,I don’t know,Yes,Yes,had a great time would be willing to do more in the future,61410,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,6
2021-08-22 13:50:28,Somewhat agree,"Many of them were straightforward and gave a very good intent on what they thought. But some of them were more neutral in nature, not so much giving their thoughts on the firm but information and context behind it, yes there were hints and tones of what they thought but it was far from concrete. It really could of gone either way, depending on how you looked at it. ","To determine what direction a review was going I would first read the whole review. After that I would go back and look at the overall tone of the review, the wording used in a positive or negative light by the author. Then I took into account How they started and ended the review, because while the context of the review of a movie can be negative. Their thoughts of what it was could be the opposite, you have to look at the key words that they used, and if that fell into a positive light or negative. I focused mostly on what feelings conveyed were.","I focused on the starting and ending of a review. While the middle can contact useful parts, it also normally contains the context of the actual movie. The context of the movie can be negative, yet the reviewer was positive towards it.(or vise versa) So I looked to the authors thought and feelings in the beginning and ending of each review as a main focus.","This is a hard one to answer because I understand what you mean originally, but it is also hard to convey exactly what you mean. The way I took the instructions was that a positive review was positive from the author's perspective, even if they viewed the context of the movie negatively. If they thought it was a good movie, worth watching, good qualities of film, and so on it was positive. If they thought it was negative, would not recommend, did not like the acting, directing, and so it was negative. It really has nothing to do with if the movie it self is actually bad or good, it is just what the author thinks in regard to that. Sorry if I am not making sense here.",Agree,"Selecting words and phrases was the hardest part of this for me because you have to take into account the context in the way the words were used. Yes the author could be saying something is negative like abuse. But that had nothing to do with how they felt about the movie, it was just a description of the story. It was not meant to be in a negative light. The hardest part of this was the huge info dump review, it was very hard to discern a opinion out of all the info, and how that info actually related context wise.","I tried to select descriptive or feeling type words. Stuff along the lines of good, bad, annoying, great. These give a direction for you to go in, then I would go with phases that would give a greater context, such as ""worse movie ever"" or ""Best movie ever"". I would then go back and try to include anything related to the discretions, such as the 'acting was great' or ""the performance was the best"". Lastly I had to add some full sentences because with out the context of the whole sentence it did not make sense. Something along the lines of "" the actor seemed very bored in this role, I know because I was too!"" That sentence gave huge context to how the author felt, but a small highlight was not going to cut it.","The most important characteristics were descriptions of feelings. This is the way I felt, I felt this way too, things along those lines. Followed by statements that can only be taken in one way "" This is the best movie ever"" or ""this is the worst movie ever"". ","There were a few that I thought were important but the wording seemed off to me. In the large info dump review, there were alot of stuff that seemed important to the reviewer but did not exactly give context to what he saw or thought of what he saw. It was more a statement of fact over a opinion. ","This is about the same as the last one. It is not that is is not clear, it is that you have to take into account context of what the person means, and that is not always clear. It was hard to discern a lot of this for me, I do not know how to make it more clear without being convoluted. ","I selected words that were descriptive first, followed by easy to make out feelings. Then I looked for statements that were clearly defined to ones perspective. Followed by ones that were not so defined. Lastly I looked over context to make sure they were in line with the rest of the highlighted words and phrases. ",Somewhat disagree,"The above statement is not exactly true. Yes, it could be true in some context, or some reviews. But in other reviews the context of the movie could be negative, bad, or something in that regard, while the review is positive. In those cases or in  inverse using the same words would give you the opposite of the reviewers opinion. ","The highlighting part of this study was a bit unresponsive at times, it was annoying to connect phrases together. I had to many times redo them until the words linked correctly. No other errors were encountered. ",25 - 34,Man,,,,,,,White or Caucasian,,,,"Some college credit, no degree",,Yes,No,Yes,"I had a IT support job in college. It was technical support, and most likely not related to this. Mostly fixing software errors, software updates, server updates, hardware errors, hardware replacement. It was also 10+ years ago at this point. 

This was a fun study overall,  thank you for putting the effort in. ",67258,I give permission for the data collected in this study to be released (without any identifiers) as part of a research data set. (Optional),"
 Classify a movie review as positive or negative.
 Select words or phrases that suggest that the movie review is either positive or negative.
 Select confidence that you have in your selections.
",Clicking on individual words.,Dragging over words/phrases.,,,6
